sequence,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBv/TFDU+AAAvhFzpBOpB6tB0mBlqBxuB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBvCmFDK+AAAvhFTpB6oB1mBMqB2uBRvB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBpiLuCKHBAAvhFxqB6oB0hBXgBOkBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBK+TFDUHBAAvhFWqBZkB6oB0mB1qBzpB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVB0SltCKHBAAvhF1uB6tBRrBXlBOpBTrB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhF1uB6tB0mBOpBRqBTqB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVBaN8LC0/AAAvhF0qB3mB6oBxpBFmBmpB,v115@DhB8IeB8GeC8FeE8Je3JYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhFFrB6oB0hBOkBRqBTqB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpiLuCUHBAAvhFxqB6oB0hB/kBFlBzqB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBzXUPCP+AAAvhF3mBUlB6oBOkBzqBxvB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpC+tCaHBAAvhFxqB6oB1mB/kBUlBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBqijxCP+AAAvhFmpB6oB0hBllBTpBxuB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVB0izPCT+AAAvhFFrB6oB0hBmkB3qBxuB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBz/DxCa+AAAvhFXlBOpB6oBlmB0pBxvB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVB6/DxCT+AAAvhF0lBOpB6oBlmBXrBxuB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBqSltCUHBAAvhF2uB6tBRrB/pBFlBTrB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBzCmFDK+AAAvhFXlB6oBlmBMkB2uBxvB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBpyaFD0/AAAvhFxpB6oBTpB0mB1qBmpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCaNBAAvhFZkB6oBlmBWlB0lBXrB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCzXBAAvhFZkB6oBlmBWlBXmB0qB,v115@DhB8IeB8GeC8FeE8JeRPYaAFLDmClcJSAVDEHBEooR?BJoAVB6CegCz/AAAvhF0kB6oBlmBTgBXmBOpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseltCqXBAAvhF6oBlmBxkBXmBOpB0qB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseNFDKNBAAvhF6oBlmBxkB0lBOpBXrB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBM+dgCKNBAAvhF6oBRmBlkBTmBOpBXqB,v115@DhB8IeB8GeC8FeE8JeXKYaAFLDmClcJSAVDEHBEooR?BToAVBM+dgCqXBAAvhF6oBRmBlkBTmBOpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseltCvXBAAvhF6oBlmBxkBXmBTpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVB6CegCT+AAAvhF0lB6oBlmBTpBXrBxuB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseNFDTHBAAvhF6oBlmBxkB0lBXrBTpB
TLJIZOS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
TLJIOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
TLJIOZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TLJSIZO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TLJSIOZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLJSZIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJSZOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLJSOIZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJSOZI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJZISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TLJZIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TLJZSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJZSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLJZOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLJZOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLJOISZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
TLJOIZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
TLJOSIZ,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLJOSZI,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLJOZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TLJOZSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLSIJZO,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TLSIJOZ,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TLSIZJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TLSIZOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
TLSIOJZ,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X
TLSIOZJ,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
TLSJIZO,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
TLSJIOZ,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TLSJZIO,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLSJZOI,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLSJOIZ,O,X,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOZI,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZIJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TLSZIOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TLSZJIO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLSZJOI,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLSZOJI,O,O,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIJZ,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,O,O,O,O,X,O,O,X,O,X,X,X
TLSOIZJ,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X
TLSOJIZ,O,X,O,O,O,O,X,O,X,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLSOJZI,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TLSOZJI,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZIJSO,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TLZIJOS,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TLZISJO,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZISOJ,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TLZIOJS,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
TLZIOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
TLZJISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
TLZJIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
TLZJSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TLZJOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZJOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLZSIJO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TLZSIOJ,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TLZSJIO,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZSJOI,O,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZSOJI,O,O,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,O,X,X,X,X
TLZOISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X
TLZOJIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TLZOJSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TLOIJZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
TLOISJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TLOISZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TLOIZJS,O,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,X,X,X,X,X
TLOIZSJ,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
TLOJISZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
TLOJIZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
TLOJSIZ,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLOJSZI,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TLOJZSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOSIJZ,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TLOSIZJ,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TLOSJIZ,O,X,O,X,O,O,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLOSJZI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
TLOZISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TLOZJIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TLOZJSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,O,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJILSOZ,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJILZSO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJILZOS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
TJILOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
TJILOZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TJISLZO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJISLOZ,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJISZLO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJISZOL,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJIZLOS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
TJIZSLO,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOLS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIZOSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
TJIOLZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TJIOSLZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJIOSZL,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJIOZSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJLISOZ,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLIZSO,O,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TJLIZOS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
TJLIOSZ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X
TJLIOZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TJLSIZO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJLSIOZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLSZIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJLSOIZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJLZIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJLZSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJLZOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJLZOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJLOISZ,O,X,O,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
TJLOIZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,O
TJLOSIZ,O,X,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJLOSZI,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TJLOZSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSILZO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJSILOZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJSIZLO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZOL,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJSLIOZ,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJSLZIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJSLOIZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJSZOIL,O,O,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,O,X,O,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,O,X,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJZILOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZISLO,X,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TJZLIOS,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZLSIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJZLOIS,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJZLOSI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJZSILO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJZSOIL,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
